学时,学分,课程名,上课教师,选课人数,上课班级,已排时间地点,课程容量,结课周次,结课星期,上课年级,上课专业,开课周次,开课星期,是否校公选课,课程号,课序号,开课单位,教师号,学校校区,校公选课类别,教室类型,选课课号,课程类别,调课结果,本研标志,课程性质,上课座位数
48,3,飞行器系统概论（双语）,郭杰,,"01052201,01062201,01112201,01112202,01212201,01232201,01712201,2022级-未来精工技术 2022版培养方案-智能无人飞行器设计方向01班","4-11周 星期二 3-5节 理教楼402,4-11周 星期四 3-5节 理教楼402",176,11,星期四,2022级,"飞行器设计与工程, 飞行器动力工程, 武器发射工程, 探测制导与控制技术（01）, 未来精工技术, 工程科学实验班（徐特立英才班）, 航空宇航与智能飞行器技术（徐特立英才班）",4,2,否,102015012,01,宇航学院,6120104798,良乡校区,,,20242025110201501201,专业基础课程,,本科生,必修,262
40,1.25,机电控制与检测综合实验技术,"林德福,王辉",,,"4-16周 星期三 11-13节 工训楼908,17周 星期三 11-11节 工训楼908",30,17,星期三,,,4,3,是,99900253,01,宇航学院,"6120102952,6120140101",良乡校区,实践训练通识课-科技实践,,2024202519990025301,校公选课,,本科生,选修,75
48,1.5,电动机的单片机控制(1),王伟,,,4-19周 星期五 11-13节 工训楼908,20,19,星期五,,,4,5,是,99900331,01,宇航学院,6120104686,良乡校区,实践训练通识课-科技实践,,2024202519990033101,校公选课,,本科生,选修,75
32,1,飞行器系统优化设计,龙腾,,,"4-13周 星期三 11-13节 综教B306,14周 星期三 11-12节 综教B306",40,14,星期三,,,4,3,是,99900815,01,宇航学院,6120104681,良乡校区,实践训练通识课-科技实践,,2024202519990081501,校公选课,,本科生,选修,60
48,1.5,绿色能源飞行器总体设计,张晓辉,,,4-19周 星期一 11-13节 工训楼909,20,19,星期一,,,4,1,是,99900816,01,宇航学院,6120210107,良乡校区,实践训练通识课-科技实践,,2024202519990081601,校公选课,,本科生,选修,40
48,1.5,空中机器人设计与飞行试验,徐勇,,,"4周 星期五 11-13节 综教B405,5-19周 星期五 11-13节 工训楼910",15,19,星期五,,,4,5,是,99900843,01,宇航学院,6120104160,良乡校区,实践训练通识课-科技实践,,2024202519990084301,校公选课,,本科生,选修,40
32,2,航空航天与兵器概论,赵良玉,,,"4-13周 星期二 11-13节 综教B402,14周 星期二 11-12节 综教B402",100,14,星期二,,,4,2,是,99900873,01,宇航学院,6120104861,良乡校区,文化素质通识课-科学与技术,,2024202519990087301,校公选课,,本科生,选修,108
32,2,天文学概论,韩学礼,,,"4-13周 星期四 11-13节 文萃楼F202,14周 星期四 11-12节 文萃楼F202",100,14,星期四,,,4,4,是,99900875,01,宇航学院,6120104136,良乡校区,文化素质通识课-科学与技术,,2024202519990087501,校公选课,,本科生,选修,119
32,2,面向未来材料的科技创新与产业融合教育,张凯,,,"12-19周 星期二 11-12节 综教B302,12-19周 星期四 11-12节 综教B302",30,19,星期四,,,12,2,是,99901166,01,宇航学院,6120110069,良乡校区,文化素质通识课-创新与创业,,2024202519990116601,校公选课,,本科生,选修,90
32,1,摄影技术与实践,韩学礼,,,"4-13周 星期五 11-13节 综教B304,14周 星期五 11-12节 综教B304",80,14,星期五,,,4,5,是,99901344,01,宇航学院,6120104136,良乡校区,实践训练通识课-艺术实践,,2024202519990134401,校公选课,,本科生,选修,93
48,1.5,新能源飞行器能源管理与控制,张晓辉,,,4-19周 星期三 11-13节 工训楼909,20,19,星期三,,,4,3,是,99901345,01,宇航学院,6120210107,良乡校区,实践训练通识课-科技实践,,2024202519990134501,校公选课,,本科生,选修,40
32,2,产品设计与产业转化,邓月光,,,"4-13周 星期四 11-13节 综教B402,14周 星期四 11-12节 综教B402",100,14,星期四,,,4,4,是,99911055,01,宇航学院,6120200024,良乡校区,文化素质通识课-创新与创业,,2024202519991105501,校公选课,,本科生,选修,108
32,1,奇妙的力学实验,"程修妍,代玉静",,,"4-13周 星期一 11-13节 工训楼106,14周 星期一 11-12节 工训楼106",20,14,星期一,,,4,1,是,99911103,01,宇航学院,"6120200133,7420200001",良乡校区,实践训练通识课-科技实践,,2024202519991110301,校公选课,,本科生,选修,30
32,2,材料微观世界及力学起源,左磊,,,"4-13周 星期二 11-13节 综教B406,14周 星期二 11-12节 综教B406",30,14,星期二,,,4,2,是,99911239,01,宇航学院,6120230033,良乡校区,文化素质通识课-科学与技术,,2024202519991123901,校公选课,,本科生,选修,60
32,2,航天器结构概论,安海潮,,,"4-13周 星期四 11-13节 综教B306,14周 星期四 11-12节 综教B306",50,14,星期四,,,4,4,是,99911241,01,宇航学院,6120220311,良乡校区,文化素质通识课-科学与技术,,2024202519991124101,校公选课,,本科生,选修,60
32,2,深空探测自主导航系统设计,龙嘉腾,,,"9-18周 星期四 11-13节 综教B505,19周 星期四 11-12节 综教B505",30,19,星期四,,,9,4,是,99911244,01,宇航学院,6120210254,良乡校区,文化素质通识课-科学与技术,,2024202519991124401,校公选课,,本科生,选修,60
32,1,航天推进技术实践,"李军伟,赵马杰,黄天坤,唐勇",,,"4-13周 星期二 11-13节 工训楼910,14周 星期二 11-12节 工训楼910",20,14,星期二,,,4,2,是,99911245,01,宇航学院,"6120104402,6120210067,6120210189,6120220221",良乡校区,实践训练通识课-科技实践,,2024202519991124501,校公选课,,本科生,选修,40
32,2,跨介质飞行器流体动力学概论,张宝收,,,"4-13周 星期二 11-13节 综教B505,14周 星期二 11-12节 综教B505",30,14,星期二,,,4,2,是,99911246,01,宇航学院,6120230014,良乡校区,文化素质通识课-科学与技术,,2024202519991124601,校公选课,,本科生,选修,60
32,2,水下发射多相流模拟方法与应用实例,张宝收,,,"4-13周 星期四 11-13节 综教B405,14周 星期四 11-12节 综教B405",30,14,星期四,,,4,4,是,99911247,01,宇航学院,6120230014,良乡校区,文化素质通识课-科学与技术,,2024202519991124701,校公选课,,本科生,选修,60
32,2,科技创新突破方法与专利技巧实践,杨晓峰,,,"4-13周 星期一 11-13节 综教B306,14周 星期一 11-12节 综教B306",30,14,星期一,,,4,1,是,99911248,01,宇航学院,6120230030,良乡校区,文化素质通识课-创新与创业,,2024202519991124801,校公选课,,本科生,选修,60
48,3,计算机科学与C语言程序设计,"邓宏彬,聂涛",,"62022402,62022409","4-7周 星期三 8-10节 文萃楼B224,4-7周 星期五 8-10节 文萃楼B224,8-11周 星期三 8-10节 文萃楼B224,8-11周 星期五 8-10节 文萃楼B224",64,11,星期五,2024级,宇航与机电类,4,3,否,100020010,01,机电学院,"6120103070,6120210288",良乡校区,,,20242025110002001001,专业课,,本科生,必修,80
48,3,计算机科学与C语言程序设计,"邓宏彬,聂涛",,"62022407,62022408","4-7周 星期一 3-5节 文萃楼F301,4-7周 星期五 3-5节 文萃楼F301,8-11周 星期一 3-5节 文萃楼F301,8-11周 星期五 3-5节 文萃楼F301",64,11,星期五,2024级,宇航与机电类,4,1,否,100020010,02,机电学院,"6120103070,6120210288",良乡校区,,,20242025110002001002,专业课,,本科生,必修,80
48,3,计算机科学与C语言程序设计,"徐劲祥,刘新福",,"62022403,62022404","4-7周 星期一 3-5节 文萃楼I102,4-7周 星期三 3-5节 文萃楼I102,8-11周 星期一 3-5节 文萃楼I102,8-11周 星期三 3-5节 文萃楼I102",64,11,星期三,2024级,宇航与机电类,4,1,否,100020010,03,机电学院,"6120100082,6120160115",良乡校区,,,20242025110002001003,专业课,,本科生,必修,100
48,3,计算机科学与C语言程序设计,"徐劲祥,刘新福",,"62022406,62022410","4-7周 星期二 8-10节 文萃楼M222,4-7周 星期四 8-10节 文萃楼M222,8-11周 星期二 8-10节 文萃楼M222,8-11周 星期四 8-10节 文萃楼M222",64,11,星期四,2024级,宇航与机电类,4,2,否,100020010,04,机电学院,"6120100082,6120160115",良乡校区,,,20242025110002001004,专业课,,本科生,必修,80
48,3,计算机科学与C语言程序设计,徐豫新,,62022401,"4-11周 星期一 3-5节 文萃楼B222,4-11周 星期三 3-5节 文萃楼B222",32,11,星期三,2024级,宇航与机电类,4,1,否,100020010,05,机电学院,6120120091,良乡校区,,,20242025110002001005,专业课,,本科生,必修,47
48,3,计算机科学与C语言程序设计,梁宵,,"62022405,62032401","4-11周 星期一 3-5节 综教B101,4-11周 星期三 3-5节 综教B101",47,11,星期三,2024级,"宇航与机电类, 宇航与机电类（留学生）",4,3,否,100020010,06,机电学院,6120220228,良乡校区,,,20242025110002001006,专业课,,本科生,必修,60
40,2.5,工程流体力学,张向荣,,"02112201,02332201","12-17周 星期二 3-5节 综教B402,12-17周 星期四 3-5节 综教B402,18周 星期二 3-5节 综教B402,18周 星期四 3-3节 综教B402",40,18,星期四,2022级,"弹药工程与爆炸技术, 弹药工程与爆炸技术（徐特立英才班）",12,4,否,100021121,01,机电学院,6120104488,良乡校区,,,20242025110002112101,专业课,,本科生,必修,108
40,2.5,弹性力学 B,陈放,,"02112201,02232201,02332201,02412201,02522201,02742201","4-11周 星期一 1-2节 综教B502,4-11周 星期四 11-13节 综教B502",80,11,星期四,2022级,"弹药工程与爆炸技术, 工程力学（徐特立特色班）, 弹药工程与爆炸技术（徐特立特色班）, 特种能源技术与工程（徐特立特色班）, 弹药工程与爆炸技术（徐特立英才班） , 安全工程（徐特立特色班）",4,1,否,100021122,01,机电学院,6120104040,良乡校区,,,20242025110002112201,专业课,,本科生,必修,94
72,4.5,爆炸与冲击动力学,"宁建国,任会兰,许香照",,"02112201,02232201,02332201,02412201,02522201,02742201","4-5周 星期一 8-10节 理教楼210,4-5周 星期三 3-5节 理教楼210,6-11周 星期一 8-10节 理教楼202,6-11周 星期三 3-5节 理教楼202,12-15周 星期三 3-5节 理教楼408,12-15周 星期五 11-13节 理教楼408",80,15,星期五,2022级,"弹药工程与爆炸技术, 工程力学（徐特立特色班）, 弹药工程与爆炸技术（徐特立特色班）, 特种能源技术与工程（徐特立特色班）, 弹药工程与爆炸技术（徐特立英才班） , 安全工程（徐特立特色班）",4,1,否,100021123,01,机电学院,"6120100890,6120102961,6120210109",良乡校区,,,20242025110002112301,专业课,,本科生,必修,98
32,1,工程实践II-弹药-创新实践,李健,,"02112201,02332201",,40,,,2022级,"弹药工程与爆炸技术, 弹药工程与爆炸技术（徐特立英才班）",,,否,100021128,01,机电学院,6120150090,良乡校区,,,20242025110002112801,专业课,,本科生,必修,0
40,2.5,流体力学基础,张向荣,,"02232201,02412201,02522201,02742201","12-17周 星期二 8-10节 综教B204,12-17周 星期四 8-10节 综教B204,18周 星期二 8-10节 综教B204,18周 星期四 8-8节 综教B204",40,18,星期四,2022级,"工程力学（徐特立特色班）, 弹药工程与爆炸技术（徐特立特色班）, 特种能源技术与工程（徐特立特色班）, 安全工程（徐特立特色班）",12,2,否,100021132,01,机电学院,6120104488,良乡校区,,,20242025110002113201,专业课,,本科生,必修,93
16,1,智能装备技术导论,张建国,,"30012401,30012402,30012403,30012404,30012405,30012406,30012407,30012408,30012409,30012410,30012411,30012412,30012413,30012414,30012415,30012416,30012417,30012418,30012419,30012420,30652401,30662401","11-14周 星期一 8-10节 文萃楼M224,15-16周 星期一 8-9节 文萃楼M224",50,16,星期一,2024级,"协和医班, 徐特立英才班, 智能装备技术特色班",11,1,否,100021207,01,机电学院,6120103064,良乡校区,,,20242025110002120701,专业基础课程,,本科生,必修,80
48,3,自动控制原理,王正杰,,"02132201,02192201,02342201,02362201","4-11周 星期一 8-10节 综教A504,4-11周 星期三 8-10节 综教A504",117,11,星期三,2022级,"武器系统与工程, 智能无人系统技术（强基班）, 智能无人系统技术（徐特立英才班）, 武器系统与工程（徐特立英才班）",4,1,否,100022103,01,机电学院,6120103300,良乡校区,,,20242025110002210301,专业课,,本科生,必修,161
48,3,传感与测试技术,"宋萍,隋丽",,"02312201,02372201","4-6周 星期一 3-5节 理教楼107,4-6周 星期三 3-5节 理教楼107,7-8周 星期一 3-5节 工训楼913,7-8周 星期三 3-5节 工训楼913,9周 星期一 3-5节 工训楼913,9周 星期三 3-5节 工训楼913,10-11周 星期一 3-5节 文萃楼F604,10-11周 星期三 3-5节 文萃楼F604",45,11,星期三,2022级,"机械电子工程, 机械电子工程（徐特立英才班）",4,1,否,100022107,01,机电学院,"6120103454,6120103640",良乡校区,,,20242025110002210701,专业课,,本科生,必修,100
96,3,创新创业实践-武器系统综合实践I,"宋荣昌,何光林,杨东晓,毛瑞芝,冯恒振",,"02132201,02342201","4-7周 星期一 3-5节 工训楼915,4-7周 星期三 3-5节 工训楼915,8-10周 星期一 3-5节 工训楼915,8-10周 星期三 3-5节 工训楼915,11-12周 星期一 3-5节 工训楼915,11-12周 星期三 3-5节 工训楼915,13-16周 星期一 3-5节 工训楼915,13-16周 星期三 3-5节 工训楼915,17-19周 星期一 3-5节 工训楼915,17-19周 星期三 3-5节 工训楼915",60,19,星期三,2022级,"武器系统与工程, 武器系统与工程（徐特立英才班）",4,1,否,100022128,01,机电学院,"6120103267,6120103527,6120103893,6120150085,6120230131",良乡校区,,,20242025110002212801,实践环节,,本科生,必修,63
48,3,测试与信号处理,申强,,"02132201,02342201","12-19周 星期一 8-10节 文萃楼I302,12-19周 星期四 3-5节 文萃楼I302",60,19,星期四,2022级,"武器系统与工程, 武器系统与工程（徐特立英才班）",12,1,否,100022132,01,机电学院,6120103957,良乡校区,,,20242025110002213201,专业课,,本科生,必修,100
48,3,武器系统设计理论与优化,"何光林,吴炎烜,冯跃,毛瑞芝",,"02132201,02342201","4-7周 星期一 6-7节 文萃楼I702,4-7周 星期三 6-7节 文萃楼I702,8-9周 星期一 6-7节 文萃楼I702,8-9周 星期三 6-7节 文萃楼I702,10-11周 星期一 6-7节 文萃楼I602,10-11周 星期三 6-7节 文萃楼I602,12-15周 星期一 6-7节 文萃楼I302,12-15周 星期三 6-7节 文萃楼I302",60,15,星期三,2022级,"武器系统与工程, 武器系统与工程（徐特立英才班）",4,1,否,100022133,01,机电学院,"6120103527,6120104511,6120150010,6120150085",良乡校区,,,20242025110002213301,专业课,,本科生,必修,100
32,2,智能无人系统总体设计,武伟超,,"02192201,02232201,02362201,02412201,02522201,02742201,2022级-未来精工技术-群体智能与协同方向01班","12-17周 星期一 8-10节 综教A502,12-17周 星期四 6-7节 综教A502,18周 星期一 8-9节 综教A502",179,18,星期一,2022级,"工程力学（徐特立特色班）, 弹药工程与爆炸技术（徐特立特色班）, 特种能源技术与工程（徐特立特色班）, 智能无人系统技术（强基班）, 智能无人系统技术（徐特立英才班）, 未来精工技术, 安全工程（徐特立特色班）",12,1,否,100022149,01,机电学院,6120190208,良乡校区,,,20242025110002214901,专业课,,本科生,必修,182
32,2,武器系统概论,"李杰,杨成伟",,"02112201,02132201,02142201,02212201,02332201,02342201,02352201,02402201","4-6周 星期二 6-7节 综教A503,4-6周 星期四 6-7节 综教A503,7-11周 星期二 6-7节 综教A503,7-11周 星期四 6-7节 综教A503",165,11,星期四,2022级,"弹药工程与爆炸技术, 武器系统与工程, 特种能源技术与工程, 安全工程, 弹药工程与爆炸技术（徐特立英才班） , 安全工程（徐特立英才班）, 武器系统与工程（徐特立英才班）, 特种能源技术与工程（徐特立英才班）",4,2,否,100022215,01,机电学院,"6120100871,6120170095",良乡校区,,,20242025110002221501,专业课,,本科生,必修,182
32,2,武器系统概论,"李杰,杨成伟",,"02312201,02322201,02372201,02382201,02392201,02512201","4-6周 星期二 1-2节 文萃楼M125,4-6周 星期四 1-2节 文萃楼M125,7-11周 星期二 1-2节 文萃楼M125,7-11周 星期四 1-2节 文萃楼M125",130,11,星期四,2022级,"机械电子工程, 探测制导与控制技术, 工程力学（02）, 工程力学（徐特立英才班）, 探测制导与控制技术（徐特立英才班）, 机械电子工程（徐特立英才班）",4,2,否,100022215,02,机电学院,"6120100871,6120170095",良乡校区,,,20242025110002221502,专业课,,本科生,必修,134
